tweet_id,text,rating_ratio,stage,retweet_count,favorite_count,p1,p1_conf,p1_dog
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,1.3,None,14935.0,59854.0,Pembroke,0.809197,True
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,1.3,None,8762.0,29422.0,Mexican_hairless,0.330741,True
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,1.2,None,4964.0,26846.0,Samoyed,0.733942,True
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,1.3,None,6275.0,30178.0,Chihuahua,0.793469,True
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",1.3,None,2609.0,10444.0,kuvasz,0.309706,True
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,1.3,None,3713.0,19622.0,convertible,0.738995,False
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,1.2,pupper,2610.0,18449.0,French_bulldog,0.999201,True
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,1.3,None,5241.0,24400.0,pug,0.943575,True
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,1.2,None,5583.0,28443.0,Blenheim_spaniel,0.972494,True
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,1.3,None,5301.0,31428.0,pug,0.369275,True
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,1.4,None,3094.0,17910.0,,,
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,1.3,None,3647.0,19144.0,malamute,0.8124819999999999,True
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",1.2,None,14922.0,66802.0,Italian_greyhound,0.259916,True
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,1.3,None,4631.0,24251.0,chow,0.822103,True
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,1.3,None,3891.0,21189.0,pug,0.5464060000000001,True
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",1.4,None,4772.0,23752.0,Pembroke,0.993225,True
884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,1.3,None,16789.0,62826.0,,,
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,1.2,doggo,2491.0,17849.0,German_shepherd,0.707046,True
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,1.2,None,2847.0,19044.0,Doberman,0.610946,True
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",0.5,None,8207.0,39981.0,golden_retriever,0.943082,True
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,1.3,floofer,3060.0,19836.0,chow,0.987997,True
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",1.3,None,5503.0,32314.0,golden_retriever,0.949562,True
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,1.3,None,3224.0,20880.0,Eskimo_dog,0.466778,True
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,1.2,pupper,4073.0,24642.0,Labrador_retriever,0.85005,True
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,1.3,None,5034.0,24481.0,Pembroke,0.542982,True
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,1.3,None,9567.0,38969.0,golden_retriever,0.762211,True
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",1.3,None,4060.0,25575.0,web_site,0.949591,False
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,1.2,None,2837.0,21336.0,Weimaraner,0.291539,True
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,1.3,None,8900.0,44284.0,Saluki,0.529012,True
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",1.4,pupper,13328.0,43204.0,Samoyed,0.281463,True
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,1.2,None,4475.0,20391.0,tusker,0.473303,False
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,1.3,None,2324.0,14965.0,street_sign,0.251801,False
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,1.2,None,3190.0,18609.0,Pembroke,0.791416,True
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,1.2,None,5181.0,24873.0,golden_retriever,0.913255,True
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,1.2,None,3442.0,23530.0,Chihuahua,0.238525,True
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,1.1,None,3633.0,24192.0,miniature_pinscher,0.120298,True
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,1.3,None,2910.0,19604.0,basset,0.813507,True
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,1.2,None,2617.0,20595.0,German_short-haired_pointer,0.479896,True
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,1.3,None,37149.0,92303.0,English_springer,0.383404,True
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,1.2,None,2631.0,14764.0,tricycle,0.663601,False
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,1.1,None,3929.0,19709.0,tabby,0.311861,False
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,1.3,None,2229.0,16682.0,vizsla,0.960513,True
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,1.3,puppo,3413.0,17047.0,Italian_greyhound,0.734684,True
878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,1.3,None,5893.0,26299.0,,,
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",1.3,None,1066.0,6742.0,basset,0.32042,True
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,1.4,None,5702.0,36939.0,French_bulldog,0.839097,True
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,1.3,None,15701.0,68826.0,Chesapeake_Bay_retriever,0.8379559999999999,True
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,1.2,None,3148.0,19795.0,basset,0.995368,True
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",1.3,None,4316.0,24014.0,Saluki,0.5099670000000001,True
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,1.2,None,4599.0,23748.0,Pembroke,0.93112,True
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,1.2,pupper,2792.0,18129.0,bloodhound,0.575751,True
876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,1.4,None,3956.0,20949.0,,,
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,1.3,None,1987.0,16479.0,golden_retriever,0.874566,True
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",1.3,None,3885.0,24567.0,Bernese_mountain_dog,0.534327,True
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",1.3,None,3558.0,21986.0,Labrador_retriever,0.799551,True
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,1.3,None,4130.0,19330.0,Siberian_husky,0.245048,True
875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,1.3,None,5088.0,24122.0,,,
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,1.2,None,3950.0,22450.0,West_Highland_white_terrier,0.7143189999999999,True
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,1.2,None,3901.0,24460.0,Labrador_retriever,0.836052,True
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,1.3,pupper,3464.0,22846.0,cocker_spaniel,0.437216,True
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",1.2,None,3363.0,20028.0,flat-coated_retriever,0.8321770000000001,True
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",1.3,puppo,8539.0,29973.0,Cardigan,0.806674,True
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",1.3,None,3332.0,21280.0,Newfoundland,0.678537,True
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",1.2,pupper,1324.0,6292.0,vizsla,0.6197819999999999,True
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,1.2,doggo,4542.0,23930.0,Labrador_retriever,0.476913,True
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",1.3,None,3154.0,13002.0,pug,0.99912,True
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,1.3,None,3055.0,18230.0,cocker_spaniel,0.513191,True
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,1.2,None,7678.0,35913.0,Pembroke,0.931861,True
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,1.3,None,,,Labrador_retriever,0.972019,True
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,1.2,None,6792.0,30054.0,basketball,0.808396,False
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,1.3,None,9193.0,32887.0,Shetland_sheepdog,0.969171,True
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,1.2,pupper,2949.0,17778.0,Labrador_retriever,0.921393,True
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,1.2,doggo,2922.0,17813.0,komondor,0.974781,True
871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,1.4,doggo,4643.0,18455.0,,,
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",1.3,None,3211.0,20059.0,kelpie,0.3980530000000001,True
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,1.1,None,5259.0,29666.0,home_theater,0.16829000000000002,False
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",1.3,None,2189.0,10832.0,Pembroke,0.945495,True
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,1.3,None,22625.0,73594.0,golden_retriever,0.841001,True
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",1.3,None,3528.0,19384.0,Greater_Swiss_Mountain_dog,0.6227520000000001,True
870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,1.4,None,7043.0,32257.0,comic_book,0.534409,False
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",1.3,None,8648.0,37824.0,Pembroke,0.980148,True
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,1.3,None,5355.0,24931.0,Pembroke,0.993449,True
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,1.2,doggo,2622.0,14115.0,Chihuahua,0.955156,True
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,1.3,None,3178.0,18042.0,Pembroke,0.664181,True
868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,1.4,None,12181.0,57624.0,laptop,0.153718,False
868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,1.3,None,4435.0,23524.0,Labrador_retriever,0.868107,True
868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",1.2,None,1736.0,8915.0,whippet,0.378151,True
867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",1.2,None,3551.0,21481.0,Labrador_retriever,0.522644,True
867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,1.3,None,6220.0,30100.0,Border_collie,0.661953,True
867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,1.2,puppo,2108.0,14270.0,Eskimo_dog,0.6164569999999999,True
867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",1.3,None,6746.0,28561.0,Samoyed,0.471403,True
866720684873056260,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,1.3,None,4111.0,17775.0,,,
866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,1.2,None,2947.0,17023.0,flat-coated_retriever,0.51473,True
866450705531457537,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",1.3,pupper,30009.0,108296.0,French_bulldog,0.905334,True
866334964761202691,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,1.2,None,12143.0,46352.0,Samoyed,0.984086,True
865718153858494464,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",1.3,None,4805.0,22811.0,golden_retriever,0.673664,True
865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,1.3,None,4261.0,23459.0,Chesapeake_Bay_retriever,0.832435,True
865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,1.3,None,6624.0,24917.0,Pembroke,0.989882,True
864873206498414592,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,1.4,None,7463.0,28685.0,pole,0.478616,False
864279568663928832,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,1.2,None,2566.0,13002.0,bull_mastiff,0.668613,True
864197398364647424,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,1.3,None,7538.0,26485.0,golden_retriever,0.945905,True
863907417377173506,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,1.3,None,3570.0,18330.0,marmot,0.35882800000000004,False
863553081350529029,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,1.3,None,3609.0,13613.0,Eskimo_dog,0.41333,True
863432100342583297,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,1.2,None,4536.0,21192.0,Staffordshire_bullterrier,0.690517,True
863062471531167744,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",1.3,None,2079.0,7483.0,French_bulldog,0.935804,True
862831371563274240,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",1.3,None,4434.0,17145.0,Australian_terrier,0.207281,True
862722525377298433,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",1.1,None,3067.0,15247.0,basset,0.39333,True
862457590147678208,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 https://t.co/jvSNASweNb",1.3,None,4225.0,18172.0,home_theater,0.496348,False
862096992088072192,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,1.3,None,19874.0,65872.0,chow,0.677589,True
861383897657036800,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,1.3,None,9215.0,32107.0,Cardigan,0.771008,True
861288531465048066,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 https://t.co/SqKJPwbQ2g,1.3,None,3569.0,15274.0,syringe,0.14471199999999998,False
861005113778896900,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,1.2,None,3315.0,14920.0,German_shepherd,0.507951,True
860563773140209665,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",1.3,None,1844.0,6687.0,Cardigan,0.583936,True
860524505164394496,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,1.3,None,4578.0,21139.0,Bedlington_terrier,0.286558,True
860276583193509888,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10 peaceful as h*ck https://t.co/xJo6S2sfsN,1.2,None,3053.0,16491.0,lakeside,0.312299,False
